url,email,sdas
bugfreegames.com,301,Moved Permanently
bugun.com.tr,200,OK
buildarcade.com,200,OK
bukkit.org,301,Moved Permanently
bulbagarden.net,200,OK
bulldawgillustrated.com,301,Moved Permanently
bullz-eye.com,200,OK
bundesliga.de,301,Moved Permanently
bungie.net,301,Moved Permanently
bunkershot.com,301,Moved Permanently
burdastyle.com,302,Moved Temporarily
business-standard.com,301,Moved Permanently
business.com,301,MOVED PERMANENTLY
businessballa.com,301,Moved Permanently
businessfrontier.net,301,Moved Permanently
businessofcinema.com,405,Method Not Allowed
businessontube.com,302,Found
businesspundit.com,301,Moved Permanently
businessreviewusa.com,301,Moved Permanently
busiplaner.com,301,Moved Permanently
bust.com,200,OK
busy-mommy.com,200,OK
buysellads.com,301,Moved Permanently
buzn1029.com,301,Moved Permanently
buzz60bizarre.com,301,Moved Permanently
buzz60entertainment.com,301,Moved Permanently
buzzedition.net,200,OK
buzzfeed.com,301,Moved Permanently
buzzfocus.com,301,Moved Permanently
buzzhud.com,301,Moved Permanently
buzzly.fr,200,OK
buzznet.com,301,Moved Permanently
buzzparadise.com,301,Moved Permanently
buzzsmile.com,301,Moved Permanently
buzzsugar.com,301,Moved Permanently
byond.com,301,Moved Permanently
bzoink.com,200,OK
cabinetsanddesigns.net,301,Moved Permanently
caboom.tv,301,Moved Permanently
cadillacatsforum.com,200,OK
cafe.com,301,Moved Permanently
cafe24.com,302,Found
cafepharma.com,200,OK
cafeyb.net,301,Moved Permanently
cagle.com,301,Moved Permanently
cajunradio.net,301,Moved Permanently
cakecentral.com,301,Moved Permanently
cakewrecks.com,301,Moved Permanently
calculateforfree.com,301,Moved Permanently
californiawatch.org,200,OK
calorieking.com,301,Moved Permanently
camaroforums.com,302,Found
camaros.net,301,Moved Permanently
camaroz28.com,301,Moved Permanently
cambio.com,301,Moved Permanently
cameroonvoice.com,200,OK
camryforums.com,301,Moved Permanently
canadaconnections.net,404,Not Found
canalesdominicano.com,301,Moved Permanently
canarias7.es,200,OK
cancerresearchjournal.com,200,OK
cancertraits.com,463,
candicomics.com,200,OK
candofinance.com,301,Moved Permanently
candy95.com,200,OK
candystand.com,301,Moved Permanently
canlidizihdtv.com,301,Moved Permanently
canlidiziizleyin.com,301,Moved Permanently
canlitelevizyonlar.net,301,Moved Permanently
canlitv.tv,200,OK
canmag.com,200,OK
canoodlesoup.com,301,Moved Permanently
capital1063.com,301,Moved Permanently
capitalfm.com,301,Moved Permanently
capitulosdenaruto.net,301,Moved Permanently
cappex.com,301,Moved Permanently
capricorn-traits.com,301,Moved Permanently
capschool.in,200,OK
car-and-safety.com,200,OK
caradisiac.com,301,Moved Permanently
caraudioforumz.com,301,Moved Permanently
carbuyer.co.uk,301,Moved Permanently
carcomplaints.com,301,Moved Permanently
cardgamesolitaire.com,200,OK
cardomain.com,302,Found
careerboutique.com,301,Moved Permanently
careersahead.com,403,Forbidden
cargames.co,463,
cargames1.com,200,OK
cargames9.co.uk,301,Moved Permanently
carmotogames.com,302,Moved Temporarily
carpartsdirectory.com,302,Found
carrickherald.com,301,Moved Permanently
carriebradshawlied.com,200,OK
cars.com,301,Moved Permanently
carsoup.com,302,Found
cartoonarabi.com,200,OK
cartoondollemporium.com,302,Found
cartoonnetworkasia.com,301,Moved Permanently
cashak.tv,200,OK
castaclip.com,301,Moved Permanently
castamp.com,200,OK
castto.me,200,OK
castup.tv,200,OK
casualgames.com,301,http://www.iplay.com/
catalogosdemoda.es,301,Moved Permanently
catcatforum.com,200,OK
catcountry1071.com,301,Moved Permanently
catcountry1073.com,200,OK
catforum.com,301,Moved Permanently
catnamesmeow.com,301,Moved Permanently
cavemancircus.com,200,OK
cawalisse.com,301,Moved Permanently
cayenneforums.com,301,Moved Permanently
cbrforum.com,302,Found
cbs.com,301,Moved Permanently
cbsdc.com,301,Moved Permanently
cbsphiladelphia.com,301,Moved Permanently
cbssportsradio1010.com,301,Moved Permanently
cbssportsradio1140.com,301,Moved Permanently
cbssportsradio1270.com,301,Moved Permanently
cbssportsradio1300.com,301,Moved Permanently
cbssportsradio1660.com,301,Moved Permanently
cbssportsradio610.com,301,Moved Permanently
cbssportsradio650.com,301,Moved Permanently
cbssportsradio910.com,301,Moved Permanently
cbsstl.com,301,Moved Permanently
cdsavoia.com,301,Moved Permanently
celeb.tv,302,Found
celebdirtylaundry.com,403,Forbidden
celebeat.com,301,Moved Permanently
celebfactor.com,302,Found
celebful.com,301,Moved Permanently
celebgossip.com,200,OK
celebitchy.com,301,Moved Permanently
celebnmusic247.com,200,OK
celeboverload.com,301,Moved Permanently
celebremix.com,301,Moved Permanently
celebritiz.net,200,OK
celebritybirthdaystoday.com,301,Moved Permanently
celebritycafe.com,302,FOUND
celebritycenter.net,403,Forbidden
celebrityhd.tv,200,OK
celebrityheightandweight.com,200,OK
celebrityhollywoodgossip.com,302,Found
celebrityhousepictures.com,301,Moved Permanently
celebritynetworth.com,301,Moved Permanently
celebritynewsstories.com,503,Service Unavailable
celebrityny.com,200,OK
celebrityshoppingspots.com,200,OK
celebrityspin.com,463,
celebrityteenscoop.com,200,OK
celebritytoob.com,200,OK
celebritywire.com,301,Moved Permanently
celebritywiretv.com,200,OK
celebs.com,301,Moved Permanently
celebspin.com,301,Moved Permanently
celebswhips.com,200,OK
celebteenlaundry.com,200,OK
cell11.com,200,OK
centerforinvestigativereporting.org,301,Moved Permanently
ceoexpress.com,301,Moved Permanently
ceoweekly.com,301,Moved Permanently
ceoworld.biz,200,OK
cezmikalorifer.com,200,OK
cfbdatawarehouse.com,200,OK
cfcnet.co.uk,301,Moved Permanently
cgmeetup.net,301,Moved Permanently
chainlove.com,301,Moved Permanently
challengertalk.com,301,Moved Permanently
championselect.net,301,Moved Permanently
championsuefa.tv,200,OK
changeitupprogram.com,200,OK
channel933.com,301,Moved Permanently
channel955.com,301,Moved Permanently
channel961.com,301,Moved Permanently
channel963.com,301,Moved Permanently
channeldayton.com,301,Moved Permanently
channelfilipino.org,200,OK
channelfireball.com,301,Moved Permanently
channelone.com,301,Moved Permanently
chaptercheats.com,301,Moved Permanently
characterarcade.com,301,Moved Permanently
chargerforums.com,301,Moved Permanently
charlotte-nightlife.com,200,OK
charlotteonthecheap.com,301,Moved Permanently
chative.com,200,OK
cheaptickets.com,405,Not Allowed
cheapwineguy.com,200,OK
cheatbeast.com,200,OK
cheatcc.com,200,OK
cheatcodes.com,301,Moved Permanently
cheathappens.com,301,Moved Permanently
cheatsguru.com,301,Moved Permanently
checalamovie.net,200,OK
check24.de,301,Moved Permanently
checkyourmath.com,301,Moved Permanently
cheeriosandlattes.com,301,Moved Permanently
chefkoch.de,301,Moved Permanently
cherokeeforum.com,301,Moved Permanently
cherylcolefan.co.uk,200,OK
chessmaniac.com,301,Moved Permanently
chevelles.com,301,Moved Permanently
chevroletforum.com,200,OK
chevyhhr.net,301,Moved Permanently
chevymalibuforum.com,301,Moved Permanently
chevyteam.com,301,Moved Permanently
cheyennesquare.com,301,Moved Permanently
chezmaya.com,301,Moved Permanently
chia-anime.com,301,Moved Permanently
chicagoarchitecture.info,301,Moved Permanently
chicagobreakingbusiness.com,301,Moved Permanently
chicagonightlife.com,200,OK
chicagoreader.com,302,Found
chicasgames.com,303,See Other
chickduel.com,301,Moved Permanently
chicothunderheads.com,200,OK
childfun.com,301,Moved Permanently
childsobesity.com,301,Moved Permanently
chilloutpoint.com,301,Moved Permanently
chinaix.com,301,Moved Permanently
chinapress.com.my,200,OK
chinese-tools.com,301,Moved Permanently
chingonatv.org,301,Moved Permanently
chip.de,301,Moved Permanently
chipandco.com,403,Forbidden
chipandironicus.com,200,OK
chirkup.me,200,OK
chocolateandzucchini.com,200,OK
chosun.us,200,OK
chris-tv.com,301,Moved Permanently
christian-dogma.com,301,Moved Permanently
christianforums.com,301,Moved Permanently
christianguitar.org,302,Found
chromebookforum.com,301,Moved Permanently
chrudat.com,301,Moved Permanently
chryslerforum.com,302,Found
chucklebreak.com,301,Moved Permanently
chunk.com,200,OK
ciao.de,301,Moved Permanently
cincinnati-nightlife.com,200,OK
cindyclips.com,200,OK
cinebasti.com,301,Moved Permanently
cinebitz.net,301,Moved Permanently
cinedor.es,404,Not Found
cinefacts.de,301,Moved Permanently
cinekolly.com,301,Moved Permanently
cinema.de,301,Moved Permanently
cinemaassassin.com,200,OK
cinemaaworld.com,302,Found
cinemablend.com,301,Moved Permanently
cinemaexpress.com,302,Found
cinemafilipino.net,302,Found
cinemania.tv,302,Moved Temporarily
cinemasentries.com,200,OK
cinemassacre.com,200,OK
cinemaviewfinder.com,301,Moved Permanently
cinemaxx.de,200,OK
cineplex.de,301,Moved Permanently
cinestar.de,302,Moved Temporarily
cinetrafic.fr,301,Moved Permanently
cinevedika.com,301,Moved Permanently
cinevedika.net,301,Moved Permanently
cineworld.co.uk,302,Found
circasurvive.com,200,OK
citationmachine.net,301,Moved Permanently
cities2night.com,200,OK
cities97.com,301,Moved Permanently
cityballers.com,200,OK
citylotto.com,200,OK
citysearch.com,301,Moved Permanently
civfanatics.com,200,OK
civicforums.com,302,Found
civicforumz.com,301,Moved Permanently
ck101.com,200,OK
clarkhoward.com,301,Moved Permanently
clasicooo.com,200,OK
classicallovepoems.com,301,Moved Permanently
classicalmusicamerica.com,301,Moved Permanently
classicaltv.com,200,OK
classiccars.com,200,OK
classiccarsforsale.co.uk,301,Moved Permanently
classicgameroom.com,200,OK
classicoldsmobile.com,302,Found
classmates.com,301,Moved Permanently
classroomclipart.com,200,OK
clavejuegos.com,200,OK
clclt.com,200,OK
cleananddeliciouscookingpod.com,301,Moved Permanently
cleveland-nightlife.com,200,OK
clever-tanken.de,301,Moved Permanently
clevver.com,301,Moved Permanently
clgaming.net,200,OK
clickpayz.com,301,Moved Permanently
clicksud.com,302,Moved Temporarily
clicktoview.org,200,OK
cliffsnotes.com,301,Moved Permanently
clipconverter.cc,301,Moved Permanently
clipfish.de,302,Found
clipsaddict.com,403,Forbidden
clipsandvids.com,404,Not Found
clipsbase.com,403,Forbidden
clipsbin.com,301,Moved Permanently
cloudy.ec,301,Moved Permanently
clstrhost.net,200,OK
club3g.com,301,Moved Permanently
clubcardgames.com,301,Moved Permanently
clubcooee.com,301,Moved Permanently
clublexus.com,301,Moved Permanently
clubpenguininsiders.com,301,Moved Permanently
clubplanet.com,301,Moved Permanently
clubxterra.org,301,Moved Permanently
clubzone.com,200,OK
cmt.com,301,Moved Permanently
cnczone.com,301,Moved Permanently
cndig.org,200,OK
cnynews.com,200,OK
co8.org,200,OK
coast933.com,301,Moved Permanently
coastalliving.com,301,Moved Permanently
coastalwatch.com,301,Moved Permanently
coasterbuzz.com,200,OK
coasttocoastam.com,302,Found
coasttocoastcareerfair.com,200,OK
coasttocoastcareerfairs.com,200,OK
cobaltss.com,301,Moved Permanently
cobaltss.net,301,Moved Permanently
cobrastarship.com,200,OK
code-world.net,503,Service Temporarily Unavailable
codearcade.com,200,OK
coed.com,200,OK
coedmediagroup.com,200,OK
cointalk.com,301,Moved Permanently
cokeandpopcorn.ch,301,Moved Permanently
colbertnation.com,301,Moved Permanently
coldhardflash.com,301,Moved Permanently
coldplayfans.co.uk,200,OK
collective-evolution.com,301,Moved Permanently
collectorcarads.com,301,Moved Permanently
college-cram.com,301,Moved Permanently
collegebaseball360.com,200,OK
collegehumor.com,301,Moved Permanently
collegetimes.ie,404,Not Found
collegexpress.com,301,Moved Permanently
collider.com,200,OK
colombitube.com,200,OK
coloradomoms.com,200,OK
colorfoto.de,301,Moved Permanently
coloring.ws,200,OK
colorthealphabet.com,200,OK
com-online.co,200,OK
com.de,200,OK
come2play.com,301,Moved Permanently
comedycentral.com,301,Moved Permanently
comedycentral.de,301,Moved Permanently
comedysansar.net,404,Not Found
comicbook.com,200,OK
comicbookmovie.com,302,Moved Temporarily
comicbookresources.com,301,Moved Permanently
comicsalliance.com,200,OK
comicscontinuum.com,200,OK
comicvine.com,301,Moved Permanently
comicworldonline.com,200,OK
comingsoon.net,301,Moved Permanently
commodityfilms.com,200,OK
communityhealthline.com,200,OK
compactgame.com,200,OK
company.co.uk,301,Moved Permanently
comparer.fr,301,Moved Permanently
completecolorado.com,200,OK
complex.com,301,Moved Permanently
computercurrents.com,200,OK
computeruser.in,301,Moved Permanently
comunio.de,302,Found
conceptcarz.com,200,OK
concertsfinder.com,463,
concreteloop.com,200,OK
congomikili.com,200,OK
congosynthese.com,200,OK
connexity.com,200,OK
consequenceofsound.com,301,Moved Permanently
consolespot.net,301,Moved Permanently
constructiondigital.com,200,OK
consultoriodemujer.es,301,Moved Permanently
contactmusic.com,301,Moved Permanently
contemporaryhomedesign.com,403,Forbidden
contentadserver.com,403,Forbidden
contra.gr,301,Moved Permanently
convertunits.com,301,Moved Permanently
cookaround.com,301,Moved Permanently
cookiesandcups.com,200,OK
cookingclub.com,301,Moved Permanently
cookinggames.org,200,OK
coolboatnames.com,301,Moved Permanently
coolbuddy.com,200,OK
coolchaser.com,301,Moved Permanently
coolespiele.com,200,OK
coolest-gadgets.com,301,Moved Permanently
coolfm.co.uk,301,Moved Permanently
coolgamecity.com,301,Moved Permanently
coolgames.com,301,Moved Permanently
coolgamesites.com,200,OK
cooliris.com,302,Found
coolmaterial.com,200,OK
coolmath-games.com,302,Moved Temporarily
coolq8y.com,301,Moved Permanently
coolrom.com,200,OK
coolsavings.com,301,Moved Permanently
coolspotters.com,200,OK
coolstreaming.us,301,Moved Permanently
cooltamil.com,301,Moved Permanently
cooltext.com,200,OK
cooltoad.com,302,Found
coolvibe.com,200,OK
cooolgirls.com,301,Moved Permanently
cops.com,301,Moved Permanently
corobizar.com,200,OK
corporatelane.com,200,OK
corral.net,301,Moved Permanently
corvette-forum.com,301,Moved Permanently
corvetteforum.com,301,Moved Permanently
cosmicbooknews.com,301,Moved Permanently
cosmicyou.us,200,OK
cosmopolitan.co.uk,301,Moved Permanently
cosmopolitan.de,301,Moved Permanently
cosmoty.de,301,Moved Permanently
cosplay.com,200,OK
cotilleoblog.com,301,Moved Permanently
couchmode.tv,200,OK
couchtuber.com,301,Moved Permanently
counselheal.com,301,Moved Permanently
country925.com,301,Moved Permanently
countrycountdownusa.com,301,Moved Permanently
countrymusicislove.com,302,Found
countrymusictattletale.com,200,OK
countryonmyback.com,200,OK
countrytabs.com,302,Object moved
couponapplied.com,200,OK
couponclipinista.com,301,Moved Permanently
couponmonday.com,403,Forbidden
couponsandfreebiesmom.com,301,Moved Permanently
couponzine.net,200,OK
covermyfb.com,200,OK
cowbellkingdom.com,200,OK
cowboylyrics.com,301,Moved Permanently
cox.com,302,Found
cpg-finance.com,200,OK
cpmleader.com,200,OK
cprogramming.com,301,Moved Permanently
cpuboss.com,200,OK
cpxinteractive.com,302,Moved Temporarily
crabbygolightly.com,200,OK
crackberry.com,200,OK
crackle.com,301,Moved Permanently
craftbits.com,200,OK
craftgossip.com,200,OK
craftsbyamanda.com,200,OK
craigslist.org,302,Found
crazyfunplace.com,200,OK
crazygames888.com,301,Moved Permanently
crazylolvideos.com,301,Moved Permanently
crazymonkeygames.com,200,OK
crazyontv.com,200,OK
creafi-online-media.com,301,Moved Permanently
createdby-diane.com,301,Moved Permanently
creatework.com,200,OK
creative-culinary.com,301,Moved Permanently
creativegiving.com,302,Found
creativehomeartsclub.com,200,OK
creativehomemaking.com,301,Moved Permanently
creativeuncut.com,301,Moved Permanently
creators.com,302,Found
creditmaze.com,200,OK
creepycrawlies.info,302,Found
creetor.com,301,Moved Permanently
crepesofwrath.net,301,Moved Permanently
crfh.net,200,OK
cric.lk,301,Moved Permanently
cricfire.com,200,OK
cricketarchive.com,200,OK
cricturf.com,404,Not Found
crimaz.com,200,OK
criminallymindlesspod.com,301,Moved Permanently
cristarmedia.com,301,Moved Permanently
cristcdl.com,200,OK
criteo.com,301,Moved Permanently
critics.com,200,OK
crmhelpdesksoftware.com,200,OK
crohnsforum.com,301,Moved Permanently
crossmap.com,301,Moved Permanently
crosstourownersclub.com,301,Moved Permanently
crowdynews.com,301,Moved Permanently
crtinv.com,404,Not Found
crushable.com,301,Moved Permanently
crvownersclub.com,301,Moved Permanently
cryptobucket.com,301,Moved Permanently
cryptomundo.com,200,OK
crystalsquid.com,200,OK
cs-warzone.com,403,Forbidden
ct200hforum.com,301,Moved Permanently
ctvnews.ca,301,Moved Permanently
cuantarazon.com,301,Moved Permanently
cuantocabron.com,301,Moved Permanently
cubiclebot.com,200,OK
cuisineaz.com,302,Found
cultbox.co.uk,301,Moved Permanently
cultureschlockonline.com,200,OK
cumberlandnews.co.uk,302,Found
cumminsforum.com,301,Moved Permanently
cupid.com,301,Moved Permanently
cupidpulse.com,301,Moved Permanently
cupidspulse.com,200,OK
cupofjoeshow.tv,301,Moved Permanently
customdakotas.com,301,Moved Permanently
custommagnums.com,301,Moved Permanently
customtacos.com,301,Moved Permanently
cutebreak.com,301,Moved Permanently
cutedogpix.com,404,Not Found
cutegirlshairstyles.com,301,Moved Permanently
cutegirlshairstyles.org,200,OK
cutezee.com,301,Moved Permanently
cvs.com,302,Moved Temporarily
cwtv.com,200,OK
cybercartes.com,301,Moved Permanently
cybergame.tv,200,OK
cybergamer.com.au,301,Moved Permanently
cyberpinoytv.net,301,Moved Permanently
cybersleuth-kids.com,200,OK
cyclenews.com,301,Moved Permanently
cydiaapps.org,200,OK
d1circuit.com,301,Moved Permanently
d1g.com,200,OK
d3sanc.com,301,Moved Permanently
d7ika.ma,301,Moved Permanently
dabidoo.com,301,Moved Permanently
dadz.com,200,OK
daf.fm,302,Found
dafont.com,301,Moved Permanently
dailyaddictinggames.com,301,Moved Permanently
dailyarcade.net,302,Found
dailyblam.com,403,Forbidden
dailychillout.com,301,Moved Permanently
dailychillout.net,302,Found
dailycute.net,302,Moved Temporarily
dailydigit.com,200,OK
dailyentertainmentnews.com,200,OK
dailyfill.com,302,Found
dailyfreegames.com,302,Moved Temporarily
dailyfunland.com,200,OK
dailygames.com,301,Moved Permanently
dailyglow.com,404,Not Found
dailyhaha.com,301,Moved Permanently
dailyhoroscope.com,301,Moved Permanently
dailyindiapost.com,301,Moved Permanently
dailyinsurancenews.com,403,Forbidden
dailyjobsheet.com,200,OK
dailyme.com,200,OK
dailymeal.com,463,
dailymenshealth.com,200,OK
dailymotion.nl,404,Not Found
dailymotion.uk,404,Not Found
dailypuppy.com,301,Moved Permanently
dailysanctuary.com,200,OK
dailyscopes.com,301,Moved Permanently
dailysnark.com,200,OK
dailystab.com,301,Moved Permanently
dailystar.co,200,OK
dakota-durango.com,301,Moved Permanently
dalanphim.com,200,OK
dalealplay.com,302,Moved Temporarily
dalje.com,200,OK
dallas-nightlife.net,200,OK
damnlag.com,200,OK
damnlol.com,301,Moved Permanently
damnsnaps.com,200,OK
damnyouautocorrect.com,301,Moved Permanently
danbolig.dk,200,OK
dance.net,302,Found
danielaruah.co.uk,200,OK
danielaruahfans.com,301,Moved Permanently
danielpipes.org,301,Moved Permanently
danimes.tv,301,Moved Permanently
daniweb.com,301,Moved Permanently
danoah.com,301,Moved Permanently
dar.fm,200,OK
darchermedia.com,200,OK
darklyrics.com,301,Moved Permanently
darkroastedblend.com,301,Moved Permanently
darlingcartoons.com,403,Forbidden
darmowatelewizja.com,302,Found
darseries.com,301,Moved Permanently
darthsanddroids.net,200,OK
dasibogi1.com,301,Moved Permanently
dasibogi2.com,301,Moved Permanently
dasibogi3.com,301,Moved Permanently
dasibogi4.com,301,Moved Permanently
dasibogi5.com,301,Moved Permanently
datam.com,503,Service Temporarily Unavailable
datemule.com,301,Moved Permanently
datpiff.com,301,Moved Permanently
datzhott.com,200,OK
daveyt.com,200,OK
davidsidesmusicpod.com,301,Moved Permanently
day.az,301,Moved Permanently
day9.tv,200,OK
daytonamugshots.com,301,Moved Permanently
dayzbuzz.com,200,OK
dayzwiki.com,301,Moved Permanently
dbg.tv,302,Found
dbz-zone.org,200,OK
dbz.tv,301,Moved Permanently
dc-nightlife.net,200,OK
dc101.com,301,Moved Permanently
dcclothesline.com,301,Moved Permanently
dcfever.com,301,Moved Permanently
dcnepalvideo.com,302,Found
dctobc.com,301,Moved Permanently
ddizi.com,301,Moved Permanently
ddizi.org,301,Moved Permanently
ddiziizle.com,301,Moved Permanently
ddo.com,302,Moved Temporarily
ddo.jp,200,OK
deadline.com,200,OK
dealnews.com,200,OK
dealofhair.com,200,OK
dealofthedayindia.com,200,OK
dealspwn.com,301,Moved Permanently
deantro.com,403,Forbidden
debilizator.tv,301,Moved Permanently
debtcamp.com,200,OK
decidio.com,302,Moved Temporarily
decoideas.net,301,Moved Permanently
decoz.com,200,OK
dedegames.com,200,OK
dedica.la,200,OK
defaultprime.com,200,OK
defensenews.com,301,Moved Permanently
definitions.net,301,Moved Permanently
delees.com,301,Moved Permanently
delicast.com,200,OK
demonews.de,301,Moved Permanently
demotivational.in,403,Forbidden
demujer.es,301,Moved Permanently
dendroboard.com,301,Moved Permanently
dennismillerradio.com,200,OK
denofgeek.com,301,Moved Permanently
denver-nightlife.net,200,OK
deraktionaer.de,301,Moved Permanently
derok.net,200,OK
derwesten.de,301,Moved Permanently
desertusa.com,301,Moved Permanently
desi-room.com,403,Forbidden
desi-tashan.com,301,Moved Permanently
desi-videos.in,200,OK
desidramas.com,301,Moved Permanently
desifanz.com,200,OK
desifive.com,301,Moved Permanently
desifreetv.com,301,Moved Permanently
designblox.com,301,Moved Permanently
designingchefs.com,301,Moved Permanently
desihome.in,200,OK
desihome.info,200,OK
desionlinetheater.com,302,Found
desireanddeceitdramapod.com,301,Moved Permanently
desirefresh.com,200,OK
desiretoinspire.net,301,Moved Permanently
desireview.tv,200,OK
desirulez.net,301,Moved Permanently
desiserials.tv,301,Moved Permanently
desistreams.net,200,OK
desitopic.com,301,Moved Permanently
desitvbox.me,301,Moved Permanently
desitvdramas.com,302,Found
desitvonline.org,200,OK
desiwritten.info,302,Found
destructoid.com,301,Moved Permanently
detroit-nightlife.net,200,OK
deutschland-spielt.de,200,OK
devilandgod.com,200,OK
dewezet.de,301,Moved Permanently
dfiles.eu,200,OK
dfm2u.com,302,Found
dfwstangs.net,301,Moved Permanently
dglobe.com,302,Found
dgreetings.com,301,Moved Permanently
dhd24.com,301,Moved Permanently
dhforum.net,200,OK
diabeticlive.com,302,Found
diablofans.com,307,Temporary Redirect
diamondclub.tv,200,OK
diario.mx,200,OK
diariodenavarra.es,301,Moved Permanently
diariosur.es,301,Moved Permanently
diariovasco.com,301,Moved Permanently
diaryofahollywoodstreetking.com,200,OK
dicios.com,200,OK
didiao-jp.net,404,Not Found
didiaotv.com,404,Not Found
didigames.com,200,OK
didyouknowgaming.com,200,OK
die-staemme.de,301,Moved Permanently
diegoverdaguer.com,301,Moved Permanently
dieselbombers.com,301,Moved Permanently
dieselstation.com,301,Moved Permanently
dieseltruckresource.com,301,Moved Permanently
dietfacts.com,200,OK
dietitian.com,200,OK
dietsinreview.com,301,Moved Permanently
diffuser.fm,200,OK
diffuserfm.com,301,Moved Permanently
digabyt.tk,203,Non-Authoritative Information
digital-photography-school.com,200,OK
digitaldripped.com,200,OK
digitalprunes.com,200,OK
digitalsports.com,302,Found
digitalspy.com,301,Moved Permanently
digitalthrottle.com,301,Moved Permanently
digitalversus.com,301,Moved Permanently
digitsshow.com,301,Moved Permanently
digsitevalue.org,403,Forbidden
digyourowngrave.com,301,Moved Permanently
dilbert.com,200,OK
dillinhoox.com,301,Moved Permanently
dinarrecaps.com,301,Moved Permanently
dineandfine.com,302,Found
dinohill.com,301,Moved Permanently
dinozap.tv,200,OK
dio.com,301,Moved Permanently
directlyrics.com,301,Moved Permanently
directorycentral.com,301,Moved Permanently
directoryofgames.com,302,Moved Temporarily
direttanews.it,301,Moved Permanently
dirpy.com,200,OK
dirrtyremixes.com,301,Moved Permanently
dirtysouthhavoc.com,200,OK
disboards.com,200,OK
disclose.tv,301,Moved Permanently
discogs.com,301,Moved Permanently
discovery.com,301,Moved Permanently
discoveryfinance.com,301,Moved Permanently
discussfitness.com,301,Moved Permanently
disfracesycarnaval.es,301,Moved Permanently
dishtamil2.com,302,Found
disney.co.uk,200,OK
disney.com,200,OK
distractify.com,200,OK
diva-dirt.com,301,Moved Permanently
divavillage.com,200,OK
divierteme.com,403,Forbidden
divine.ca,301,Moved Permanently
divorcedmoms.com,200,OK
divorcedpeoplemeet.com,302,Found
divxstage.eu,200,OK
diy-review.com,301,Moved Permanently
diylife.com,301,Moved Permanently
diziadresin.com,302,Found
dizibdr.com,200,OK
dizideizle.org,200,OK
dizifa.com,301,Moved Permanently
diziizle24tr.com,403,Forbidden
diziizlegtr.net,200,OK
diziizlehdfull.net,301,Moved Permanently
diziizlesem.net,301,Moved Permanently
dj4mix.com,302,Found
djmick.co.uk,301,Moved Permanently
djredchild.com,302,Found
dlatinos.tv,200,OK
dlisted.com,200,OK
dltk-bible.com,200,OK
dltk-cards.com,200,OK
dltk-holidays.com,200,OK
dltk-kids.com,200,OK
dltk-poems.com,200,OK
dltk-teach.com,200,OK
dmax.de,301,Moved Permanently
dmdentertainment.com,200,OK
dnews.de,301,Moved Permanently
docookinggames.com,301,Moved Permanently
doctor.com,301,Moved Permanently
doctoroz.com,301,Moved Permanently
documentaryheaven.com,200,OK
dodancing.com,200,OK
dodgeforum.com,200,OK
dodgetalk.com,301,Moved Permanently
dofusbook.net,301,Moved Permanently
dog-obedience-training-review.com,200,OK
dogcraft.net,200,OK
dognameswoof.com,301,Moved Permanently
dogtime.com,200,OK
dokuwelten.de,200,OK
doll4you.com,200,OK
dolldivine.com,301,Moved Permanently
dolphinfitnessclubs.com,200,OK
domzdrowia.pl,301,Moved Permanently
donaukurier.de,301,Moved Permanently
donetskua.com,200,OK
donnismusic.com,301,Moved Permanently
dontwastethecrumbs.com,200,OK
doodle.com,200,OK
dopehood.com,301,Moved Permanently
doramadougas.com,301,Moved Permanently
doramascoreanos.net,200,OK
doregama.info,200,OK
dorkly.com,301,Moved Permanently
dosomething.org,301,Moved Permanently
dota2.ru,200,OK
dota2lounge.com,200,OK
dotafire.com,302,Moved Temporarily
dotavideo.ru,200,OK
dotemu.com,301,Moved Permanently
dotki.tv,200,OK
downelink.com,301,Moved Permanently
downloadsouthmp3.se,301,Moved Permanently
dpccars.com,301,Moved Permanently
dpreview.com,404,Not Found
dpstream.net,301,Moved Permanently
dr-games.com,301,Moved Permanently
draftcountdown.com,301,Moved Permanently
draftmagic.com,301,Moved Permanently
dragonagenexus.com,301,Moved Permanently
dragonball.com,200,OK
dragonballz.com,200,OK
dragonfable.com,200,OK
dragtimes.com,200,OK
dragulator.com,301,Moved Permanently
drama.net,301,Moved Permanently
drama24.net,301,Moved Permanently
dramabeans.com,301,Moved Permanently
dramacafe.tv,200,OK
dramacrazy.eu,200,OK
dramacrazy.net,301,Moved Permanently
dramafans.org,301,Moved Permanently
dramago.com,200,OK
dramaload.com,301,Moved Permanently
dramameeting.com,200,OK
dramapassion.com,301,Moved Permanently
dramaq.org,301,Moved Permanently
dramas247.com,301,Moved Permanently
dramas2u.com,301,Moved Permanently
dramasfun.com,403,Forbidden
dramaslive.com,200,OK
dramasnet.com,200,OK
dramasonline.com,301,Moved Permanently
dramasonline.pk,200,OK
dramastoday.com,200,OK
dramastyle.com,200,OK
dramasvid.com,200,OK
dramasvideo.com,302,Found
dramaszone.com,200,OK
dramaszone.info,200,OK
dramatube.biz,301,Moved Permanently
dramautubes.com,200,OK
dramavid.com,200,OK
dreadcentral.com,301,Moved Permanently
dreamdirectory.net,301,Moved Permanently
dreamviews.com,301,Moved Permanently
dressup.com,301,Moved Permanently
dressup121.com,301,Moved Permanently
dressupallgirls.com,200,OK
dressupenjoygames.com,301,Moved Permanently
dressupgirl.net,301,Moved Permanently
dressupnation.com,200,OK
